,geneName,ensId,keggId,keggBriteId,Functional Annotation Group,Functional Annotation Subgroup,Functional Annotation,TCGA-02-0047-01_NON_BRCA,order
16704,TAF9B,ENSG00000187325.4,hsa:51616,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.0215,3.5345390657804745
16705,TAF9B,ENSG00000187325.4,hsa:51616,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,5.0215,3.5345390657804745
16706,TAF9B,ENSG00000187325.4,hsa:51616,3021,Genes and Proteins,Protein families: genetic information processing,Transcription machinery,5.0215,3.5345390657804745
16707,CYSLTR1,ENSG00000173198.5,hsa:10800,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),0.2642,-0.25941622814141435
16708,CYSLTR1,ENSG00000173198.5,hsa:10800,4030,Genes and Proteins,Protein families: signaling and cellular processes,G protein-coupled receptors,0.2642,-0.25941622814141435
16709,LPAR4,ENSG00000147145.12,hsa:2846,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.8219,-3.533615200829714
16710,LPAR4,ENSG00000147145.12,hsa:2846,4030,Genes and Proteins,Protein families: signaling and cellular processes,G protein-coupled receptors,2.8219,-3.533615200829714
16711,P2RY10,ENSG00000078589.12,hsa:27334,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-2.7274,-1.3771816076970227
16712,P2RY10,ENSG00000078589.12,hsa:27334,4030,Genes and Proteins,Protein families: signaling and cellular processes,G protein-coupled receptors,-2.7274,-1.3771816076970227
16713,GPR174,ENSG00000147138.1,hsa:84636,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-4.6082,-3.016568782746995
16714,GPR174,ENSG00000147138.1,hsa:84636,4030,Genes and Proteins,Protein families: signaling and cellular processes,G protein-coupled receptors,-4.6082,-3.016568782746995
16715,ITM2A,ENSG00000078596.10,hsa:9452,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.8684,3.3339805017634303
16716,BRWD3,ENSG00000165288.10,hsa:254065,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.4388,1.0555618865645122
16717,BRWD3,ENSG00000165288.10,hsa:254065,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,1.4388,1.0555618865645122
16718,HMGN5,ENSG00000198157.10,hsa:79366,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.4061,2.8498583241927387
16719,HMGN5,ENSG00000198157.10,hsa:79366,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,3.4061,2.8498583241927387
16720,RPS6KA6,ENSG00000072133.10,hsa:27330,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),0.3231,-1.6666335107273036
16721,RPS6KA6,ENSG00000072133.10,hsa:27330,1000,Genes and Proteins,Protein families: metabolism,Enzymes,0.3231,-1.6666335107273036
16722,RPS6KA6,ENSG00000072133.10,hsa:27330,3019,Genes and Proteins,Protein families: genetic information processing,Messenger RNA biogenesis,0.3231,-1.6666335107273036
16723,RPS6KA6,ENSG00000072133.10,hsa:27330,1001,Genes and Proteins,Protein families: metabolism,Protein kinases,0.3231,-1.6666335107273036
16724,KLHL4,ENSG00000102271.13,hsa:56062,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.1507,-2.644464147743901
16725,KLHL4,ENSG00000102271.13,hsa:56062,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,3.1507,-2.644464147743901
16726,PABPC5,ENSG00000174740.7,hsa:140886,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.7314,-2.1034674544589076
16727,PABPC5,ENSG00000174740.7,hsa:140886,3019,Genes and Proteins,Protein families: genetic information processing,Messenger RNA biogenesis,2.7314,-2.1034674544589076
16728,PABPC5,ENSG00000174740.7,hsa:140886,3041,Genes and Proteins,Protein families: genetic information processing,Spliceosome,2.7314,-2.1034674544589076
16729,PCDH11X,ENSG00000102290.21,hsa:27328,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.105,-6.906640255881132
16730,PCDH11X,ENSG00000102290.21,hsa:27328,1009,Genes and Proteins,Protein families: metabolism,Protein phosphatases and associated proteins,1.105,-6.906640255881132
16731,PCDH11X,ENSG00000102290.21,hsa:27328,4515,Genes and Proteins,Protein families: signaling and cellular processes,Cell adhesion molecules,1.105,-6.906640255881132
16732,NAP1L3,ENSG00000186310.9,hsa:4675,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.7159,-0.06931337126183594
16733,NAP1L3,ENSG00000186310.9,hsa:4675,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,4.7159,-0.06931337126183594
16734,DIAPH2,ENSG00000147202.17,hsa:1730,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.9675,1.9174401453211407
16735,DIAPH2,ENSG00000147202.17,hsa:1730,4812,Genes and Proteins,Protein families: signaling and cellular processes,Cytoskeleton proteins,1.9675,1.9174401453211407
16736,RPA4,ENSG00000204086.4,hsa:29935,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-3.458,-5.071011274261353
16737,RPA4,ENSG00000204086.4,hsa:29935,3400,Genes and Proteins,Protein families: genetic information processing,DNA repair and recombination proteins,-3.458,-5.071011274261353
16738,RPA4,ENSG00000204086.4,hsa:29935,3032,Genes and Proteins,Protein families: genetic information processing,DNA replication proteins,-3.458,-5.071011274261353
16739,PCDH19,ENSG00000165194.14,hsa:57526,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.2394,-2.2417448620134186
16740,PCDH19,ENSG00000165194.14,hsa:57526,4515,Genes and Proteins,Protein families: signaling and cellular processes,Cell adhesion molecules,1.2394,-2.2417448620134186
16741,TSPAN6,ENSG00000000003.14,hsa:7105,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.4712,4.634669230114961
16742,TSPAN6,ENSG00000000003.14,hsa:7105,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,5.4712,4.634669230114961
16743,SRPX2,ENSG00000102359.5,hsa:27286,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.8973,1.4246183425696963
16744,SYTL4,ENSG00000102362.15,hsa:94121,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.7992,2.315250085663466
16745,SYTL4,ENSG00000102362.15,hsa:94121,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,3.7992,2.315250085663466
16746,SYTL4,ENSG00000102362.15,hsa:94121,1009,Genes and Proteins,Protein families: metabolism,Protein phosphatases and associated proteins,3.7992,2.315250085663466
16747,NOX1,ENSG00000007952.17,hsa:27035,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-2.9324,-3.927283043123084
16748,NOX1,ENSG00000007952.17,hsa:27035,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,-2.9324,-3.927283043123084
16749,ARL13A,ENSG00000174225.14,hsa:392509,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-3.458,-6.5897607515417285
16750,ARL13A,ENSG00000174225.14,hsa:392509,4031,Genes and Proteins,Protein families: signaling and cellular processes,GTP-binding proteins,-3.458,-6.5897607515417285
16751,CENPI,ENSG00000102384.13,hsa:2491,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),0.8408,0.30392761144946245
16752,CENPI,ENSG00000102384.13,hsa:2491,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,0.8408,0.30392761144946245
16753,TAF7L,ENSG00000102387.15,hsa:54457,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-1.2481,-3.8142605503250055
16754,TAF7L,ENSG00000102387.15,hsa:54457,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,-1.2481,-3.8142605503250055
16755,TAF7L,ENSG00000102387.15,hsa:54457,3021,Genes and Proteins,Protein families: genetic information processing,Transcription machinery,-1.2481,-3.8142605503250055
16756,BTK,ENSG00000010671.15,hsa:695,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.335,1.4077283967211593
16757,BTK,ENSG00000010671.15,hsa:695,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.335,1.4077283967211593
16758,BTK,ENSG00000010671.15,hsa:695,1001,Genes and Proteins,Protein families: metabolism,Protein kinases,3.335,1.4077283967211593
16759,RPL36A-HNRNPH2,ENSG00000257529.5,hsa:100529097,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.9658,-3.0117791409425596
16760,RPL36A-HNRNPH2,ENSG00000257529.5,hsa:100529097,3011,Genes and Proteins,Protein families: genetic information processing,Ribosome,-9.9658,-3.0117791409425596
16761,RAB40AL,ENSG00000102128.7,hsa:282808,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.9658,-6.0061281187858535
16762,RAB40AL,ENSG00000102128.7,hsa:282808,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,-9.9658,-6.0061281187858535
16763,RAB40AL,ENSG00000102128.7,hsa:282808,4031,Genes and Proteins,Protein families: signaling and cellular processes,GTP-binding proteins,-9.9658,-6.0061281187858535
16764,NXF3,ENSG00000147206.16,hsa:56000,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-1.1488,-2.9731833643307697
16765,NXF3,ENSG00000147206.16,hsa:56000,3019,Genes and Proteins,Protein families: genetic information processing,Messenger RNA biogenesis,-1.1488,-2.9731833643307697
16766,NXF3,ENSG00000147206.16,hsa:56000,3009,Genes and Proteins,Protein families: genetic information processing,Ribosome biogenesis,-1.1488,-2.9731833643307697
16767,RAB40A,ENSG00000172476.3,hsa:142684,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),0.346,-1.5670703227158025
16768,RAB40A,ENSG00000172476.3,hsa:142684,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,0.346,-1.5670703227158025
16769,RAB40A,ENSG00000172476.3,hsa:142684,4031,Genes and Proteins,Protein families: signaling and cellular processes,GTP-binding proteins,0.346,-1.5670703227158025
16770,PLP1,ENSG00000123560.13,hsa:5354,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),9.0257,-1.888102740145907
16771,PLP1,ENSG00000123560.13,hsa:5354,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,9.0257,-1.888102740145907
16772,RAB9B,ENSG00000123570.3,hsa:51209,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.3451,-1.1081084867705275
16773,RAB9B,ENSG00000123570.3,hsa:51209,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,2.3451,-1.1081084867705275
16774,RAB9B,ENSG00000123570.3,hsa:51209,4031,Genes and Proteins,Protein families: signaling and cellular processes,GTP-binding proteins,2.3451,-1.1081084867705275
16775,IL1RAPL2,ENSG00000189108.12,hsa:26280,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-1.9942,-5.596159096501093
16776,IL1RAPL2,ENSG00000189108.12,hsa:26280,4050,Genes and Proteins,Protein families: signaling and cellular processes,Cytokine receptors,-1.9942,-5.596159096501093
16777,IL1RAPL2,ENSG00000189108.12,hsa:26280,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,-1.9942,-5.596159096501093
16778,NRK,ENSG00000123572.16,hsa:203447,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-4.6082,-3.809595233600032
16779,NRK,ENSG00000123572.16,hsa:203447,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-4.6082,-3.809595233600032
16780,NRK,ENSG00000123572.16,hsa:203447,1001,Genes and Proteins,Protein families: metabolism,Protein kinases,-4.6082,-3.809595233600032
16781,RNF128,ENSG00000133135.13,hsa:79589,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.3454,1.509582099592668
16782,RNF128,ENSG00000133135.13,hsa:79589,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,1.3454,1.509582099592668
16783,RNF128,ENSG00000133135.13,hsa:79589,1000,Genes and Proteins,Protein families: metabolism,Enzymes,1.3454,1.509582099592668
16784,TBC1D8B,ENSG00000133138.19,hsa:54885,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-1.2828,0.9825140116517532
16785,TBC1D8B,ENSG00000133138.19,hsa:54885,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,-1.2828,0.9825140116517532
16786,CLDN2,ENSG00000165376.10,hsa:9075,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-2.2447,-1.4947417555856104
16787,CLDN2,ENSG00000165376.10,hsa:9075,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,-2.2447,-1.4947417555856104
16788,MID2,ENSG00000080561.13,hsa:11043,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.934,1.4061777368075055
16789,MID2,ENSG00000080561.13,hsa:11043,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,1.934,1.4061777368075055
16790,MID2,ENSG00000080561.13,hsa:11043,1000,Genes and Proteins,Protein families: metabolism,Enzymes,1.934,1.4061777368075055
16791,COL4A6,ENSG00000197565.15,hsa:1288,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),0.8805,-1.5457342527345008
16792,COL4A6,ENSG00000197565.15,hsa:1288,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,0.8805,-1.5457342527345008
16793,COL4A6,ENSG00000197565.15,hsa:1288,0536,Genes and Proteins,Protein families: signaling and cellular processes,Glycosaminoglycan binding proteins,0.8805,-1.5457342527345008
16794,COL4A5,ENSG00000188153.12,hsa:1287,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.0287,1.932196052687864
16795,COL4A5,ENSG00000188153.12,hsa:1287,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,3.0287,1.932196052687864
16796,COL4A5,ENSG00000188153.12,hsa:1287,0536,Genes and Proteins,Protein families: signaling and cellular processes,Glycosaminoglycan binding proteins,3.0287,1.932196052687864
16797,NXT2,ENSG00000101888.11,hsa:55916,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.3136,2.849567876701969
16798,NXT2,ENSG00000101888.11,hsa:55916,3019,Genes and Proteins,Protein families: genetic information processing,Messenger RNA biogenesis,5.3136,2.849567876701969
16799,NXT2,ENSG00000101888.11,hsa:55916,3009,Genes and Proteins,Protein families: genetic information processing,Ribosome biogenesis,5.3136,2.849567876701969
16800,KCNE5,ENSG00000176076.7,hsa:23630,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),6.3277,-2.9321159986586394
16801,KCNE5,ENSG00000176076.7,hsa:23630,4040,Genes and Proteins,Protein families: signaling and cellular processes,Ion channels,6.3277,-2.9321159986586394
16802,ACSL4,ENSG00000068366.19,hsa:2182,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.9774,3.7873516625489128
16803,ACSL4,ENSG00000068366.19,hsa:2182,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,3.9774,3.7873516625489128
16804,ACSL4,ENSG00000068366.19,hsa:2182,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.9774,3.7873516625489128
16805,ACSL4,ENSG00000068366.19,hsa:2182,1004,Genes and Proteins,Protein families: metabolism,Lipid biosynthesis proteins,3.9774,3.7873516625489128
16806,PAK3,ENSG00000077264.14,hsa:5063,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.3337,-2.5999984810990378
16807,PAK3,ENSG00000077264.14,hsa:5063,1000,Genes and Proteins,Protein families: metabolism,Enzymes,2.3337,-2.5999984810990378
16808,PAK3,ENSG00000077264.14,hsa:5063,1001,Genes and Proteins,Protein families: metabolism,Protein kinases,2.3337,-2.5999984810990378
16809,CAPN6,ENSG00000077274.8,hsa:827,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-3.3076,-1.7984648416381508
16810,CAPN6,ENSG00000077274.8,hsa:827,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-3.3076,-1.7984648416381508
16811,CAPN6,ENSG00000077274.8,hsa:827,1002,Genes and Proteins,Protein families: metabolism,Peptidases,-3.3076,-1.7984648416381508
16812,DCX,ENSG00000077279.16,hsa:1641,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.1136,-6.529701377447713
16813,DCX,ENSG00000077279.16,hsa:1641,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,4.1136,-6.529701377447713
16814,DCX,ENSG00000077279.16,hsa:1641,4812,Genes and Proteins,Protein families: signaling and cellular processes,Cytoskeleton proteins,4.1136,-6.529701377447713
16815,AMOT,ENSG00000126016.13,hsa:154796,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.0005,1.7796658388897837
16816,IL13RA2,ENSG00000123496.7,hsa:3598,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.0593,-0.9534919184732987
16817,IL13RA2,ENSG00000123496.7,hsa:3598,4090,Genes and Proteins,Protein families: signaling and cellular processes,CD molecules,4.0593,-0.9534919184732987
16818,IL13RA2,ENSG00000123496.7,hsa:3598,4050,Genes and Proteins,Protein families: signaling and cellular processes,Cytokine receptors,4.0593,-0.9534919184732987
16819,PLS3,ENSG00000102024.17,hsa:5358,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.3093,5.618692060526266
16820,PLS3,ENSG00000102024.17,hsa:5358,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,5.3093,5.618692060526266
16821,PLS3,ENSG00000102024.17,hsa:5358,4812,Genes and Proteins,Protein families: signaling and cellular processes,Cytoskeleton proteins,5.3093,5.618692060526266
16822,PLS3,ENSG00000102024.17,hsa:5358,3400,Genes and Proteins,Protein families: genetic information processing,DNA repair and recombination proteins,5.3093,5.618692060526266
16823,SLC6A14,ENSG00000268104.2,hsa:11254,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-0.8084,-3.2647538345852247
16824,SLC6A14,ENSG00000268104.2,hsa:11254,2000,Genes and Proteins,Protein families: signaling and cellular processes,Transporters,-0.8084,-3.2647538345852247
16825,KLHL13,ENSG00000003096.13,hsa:90293,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.4047,0.8870152097969712
